EU R&D Scoreboard 2016 :  World - 2500 companies ranked by R&D,,,,,,,,,,,,,,,,,,,,,
, , ,Industrial sector , R&D 2015/16, R&D 1 year growth, R&D 3 years growth,Sales 2015/16,Sales 1 year growth,Sales 3 years growth,R&D intensity,Capex 2015/16,Capex 1 year growth,Capex 3 years growth,Capex int.,Profits/losses 2015/16,Profits 1 year growth,Profits 3 years growth,Profitability,Employees 2015/16,Employees 1-year growth,Employees 3-years growth
world rank,Name,Country,(ICB-3D),(€million),(%),"(CAGR-3y, %)",(€million),(%),"(CAGR-3y, %)",(%),(€million),(%),"(CAGR-3y, %)",(%),(€million),(%),"(CAGR-3y, %)",(%), ,(%),"(CAGR-3y, %)"
2115,APIGEE,US,Software & Computer Services,27.9,36.5,40.7,0.0,,,,0.0,,,,0.0,,,,0,,
2116,NATUS MEDICAL,US,Health Care Equipment & Services,27.9,-4.4,-4.8,345.2,5.6,8.7,8.1,4.8,-9.2,-10.9,1.4,51.1,11.0,58.7,14.8,1067,12.6,1.2
2117,SPX,US,Industrial Engineering,27.9,-40.5,-12.9,"1,579.2",-12.0,-29.4,1.8,16.4,-12.3,-39.6,1.0,-139.8,-10.6,14.5,-8.9,6000,-57.1,-26.3
2118,KIKKOMAN,Japan,Food Producers,27.9,1.8,-0.6,"3,112.9",10.0,10.8,0.9,99.2,14.3,2.9,3.2,248.5,47.5,19.0,8.0,5933,0.4,2.7
2119,LANNETT,US,Pharmaceuticals & Biotechnology,27.9,9.5,36.8,0.0,,,,0.0,,,,0.0,,,,0,,
2120,YANGTZE OPTICAL FIBRE AND CABLE JOINT STOCK,China,Fixed Line Telecommunications,27.9,28.1,-7.0,952.4,18.6,12.1,2.9,39.8,56.0,2.6,4.2,96.1,23.7,20.7,10.1,2802,55.2,16.6
2121,CAIXA GENERAL DE DEPOSITOS,Portugal,Banks,27.8,13.9,-13.0,"2,081.5",1.0,,1.3,0.0,,,0.0,-21.3,-90.9,,-1.0,16058,1.4,
2122,STEPAN,US,Chemicals,27.8,11.3,2.6,"1,631.5",-7.8,-0.5,1.7,109.6,17.2,12.8,6.7,112.8,29.7,-1.6,6.9,2073,2.4,2.6
2123,ANTHERA PHARMACEUTICALS,US,Pharmaceuticals & Biotechnology,27.8,38.8,-14.9,2.9,,,951.7,0.1,,-27.2,2.5,-32.4,23.8,-14.3,"-1,106.5",25,25.0,2.8
2124,VENTURE,Singapore,Electronic & Electrical equipment,27.8,34.8,13.2,"1,725.7",7.8,3.6,1.6,9.5,-74.2,-20.9,0.5,112.9,16.2,9.6,6.5,0,,
2125,LEOCH INTERNATIONAL TECHNOLOGY,China,Electronic & Electrical equipment,27.8,8.3,15.0,612.8,1.9,10.1,4.5,28.2,108.7,-31.1,4.6,32.1,15.4,22.0,5.2,11213,7.7,9.5
2126,UNIPRES,Japan,Automobiles & Parts,27.8,5.0,5.8,"2,480.6",5.4,11.0,1.1,137.0,-22.4,-8.9,5.5,168.0,28.1,11.2,6.8,9350,5.5,10.4
2127,ZALICUS,US,Pharmaceuticals & Biotechnology,27.8,85.6,-3.3,0.6,"17,425.5",-61.8,"4,311.6",0.4,-67.5,115.0,68.0,-48.0,33.2,7.8,"-7,460.8",73,121.2,26.6
2128,MANITOU BF,France,Industrial Engineering,27.7,5.2,8.8,"1,287.2",3.3,0.6,2.2,33.0,68.7,13.1,2.6,60.1,24.9,9.5,4.7,3214,-2.8,-0.1
2129,SUNEDISON SEMICONDUCTOR,Singapore,Technology Hardware & Equipment,27.7,-13.2,-3.3,714.2,-7.5,-5.9,3.9,97.6,12.6,3.7,13.7,-93.6,32.2,,-13.1,4400,0.0,
2130,ADAMA AGRICULTURAL,Israel,Chemicals,27.7,-10.0,0.1,"2,814.2",-4.9,2.6,1.0,0.0,,,0.0,275.7,-3.5,2.1,9.8,4864,1.5,2.6
2131,GFI INFORMATIQUE,France,Software & Computer Services,27.7,25.5,24.8,894.0,11.2,10.2,3.1,7.5,46.6,34.0,0.8,39.0,4.3,17.7,4.4,11380,8.8,8.1
2132,SHIKOKU ELECTRIC POWER,Japan,Electricity,27.6,-5.9,-10.5,"4,985.3",-1.5,5.2,0.6,678.9,50.6,13.0,13.6,188.3,-14.8,,3.8,8253,-1.5,-0.8
2133,CASTLIGHT HEALTH,US,Software & Computer Services,27.6,29.5,45.7,69.2,65.1,162.7,39.9,4.9,189.0,127.3,7.1,-73.7,-6.9,31.7,-106.5,464,34.5,
2134,SMK,Japan,Electronic & Electrical equipment,27.6,4.3,4.5,588.5,16.6,12.3,4.7,40.1,28.9,11.3,6.8,31.8,454.1,,5.4,6179,7.1,-4.6
2135,IXYS,US,Technology Hardware & Equipment,27.5,12.4,2.3,291.4,-6.4,4.2,9.5,6.5,1.3,-0.4,2.2,23.7,-6.1,19.0,8.1,992,3.5,-0.6
2136,TECHNOLOGY ONE,Australia,Software & Computer Services,27.5,8.4,7.0,141.2,10.7,8.6,19.5,2.9,179.0,32.4,2.1,29.4,17.1,15.6,20.8,0,,
2137,QUALYS,US,Support Services,27.5,12.1,13.5,150.9,23.0,21.6,18.2,18.5,43.8,21.5,12.3,22.8,168.3,102.1,15.1,510,18.3,12.4
2138,UNI PRESIDENT ENTERPRISES,Taiwan,Food Producers,27.5,-4.1,7.9,"11,598.0",-2.1,0.8,0.2,445.9,-35.8,-12.0,3.8,847.4,29.1,6.4,7.3,0,,
2139,AURIS MEDICAL,Switzerland,Pharmaceuticals & Biotechnology,27.5,67.8,,0.0,,,,0.1,-29.2,,,-28.6,39.1,,,0,,
2140,DAETWYLER,Switzerland,Electronic & Electrical equipment,27.5,-12.4,5.8,"1,078.8",-6.9,-6.3,2.5,55.1,-15.8,-7.4,5.1,116.3,-3.5,2.2,10.8,7013,4.1,0.5
2141,TYLER TECHNOLOGIES,US,Software & Computer Services,27.5,16.2,14.1,542.9,19.9,17.6,5.1,11.5,33.8,11.2,2.1,99.2,13.9,24.1,18.3,3586,25.6,14.5
2142,FORWARD PHARMA,Denmark,Pharmaceuticals & Biotechnology,27.5,318.4,88.8,0.0,,,,0.4,"3,372.7",,,-45.5,151.7,,,0,,
2143,DEMAND MEDIA,US,Software & Computer Services,27.4,-18.6,-16.2,115.7,-26.9,-15.3,23.7,4.4,-67.0,-46.2,3.8,-43.0,-82.5,142.3,-37.1,350,-12.5,-20.6
2144,DHI GROUP,US,Support Services,27.4,14.5,22.6,238.6,-1.1,10.0,11.5,8.3,4.2,15.4,3.5,5.8,-86.4,-52.4,2.4,861,3.6,17.3
2145,SOUND ENVIRONMENTAL RESOURCES,China,Chemicals,27.4,60.2,42.1,886.0,44.8,44.5,3.1,177.7,-1.7,141.3,20.1,183.3,12.4,25.0,20.7,20731,236.4,142.7
2146,ESPERION THERAPEUTICS,US,Pharmaceuticals & Biotechnology,27.4,17.8,55.0,0.0,,,,0.3,-62.8,263.3,,-46.0,38.1,69.9,,32,52.4,
2147,COMBA TELECOM SYSTEMS HOLDINGS,China,Technology Hardware & Equipment,27.4,19.7,-15.1,802.4,0.6,2.3,3.4,6.9,2.8,-24.7,0.9,61.3,70.5,,7.6,8400,0.0,-5.3
2148,S&T,Austria,Technology Hardware & Equipment,27.3,78.9,44.9,468.2,21.4,11.3,5.8,9.5,,,2.0,20.4,38.8,23.8,4.4,2352,6.0,13.2
2149,CONTROL4,US,Electronic & Electrical equipment,27.3,8.7,13.6,149.9,9.7,14.2,18.2,3.5,39.2,16.9,2.3,-0.7,-109.0,60.1,-0.5,449,7.7,10.8
2150,SAFESTITCH MEDICAL,US,Health Care Equipment & Services,27.3,6.2,116.7,0.0,,,,1.1,-43.2,88.6,,-38.7,15.1,40.9,,132,32.0,122.4
2151,ENGHOUSE SYSTEMS,Canada,Software & Computer Services,27.2,8.8,24.1,185.4,27.0,27.0,14.7,1.9,119.2,8.1,1.0,27.9,25.2,24.7,15.0,0,,
2152,MANNKIND,US,Pharmaceuticals & Biotechnology,27.2,-46.4,-21.6,0.0,,,,9.4,-57.3,152.7,,-255.8,55.0,25.6,,192,-33.1,-7.9
2153,HUBER UND SUHNER,Switzerland,Electronic & Electrical equipment,27.2,4.5,1.9,654.0,-5.6,0.4,4.2,17.5,-52.4,-29.1,2.7,48.4,-24.2,29.7,7.4,3649,-6.2,-2.0
2154,ZEALAND PHARMA,Denmark,Pharmaceuticals & Biotechnology,27.2,16.4,12.4,25.2,22.0,-5.7,107.7,0.5,-10.2,-23.0,2.2,-10.9,10.6,,-43.3,110,6.8,1.9
2155,VTV THERAPEUTICS,US,Pharmaceuticals & Biotechnology,27.2,58.0,,0.5,-66.5,,"5,700.2",0.1,215.2,,20.0,-35.0,32.0,,"-7,349.1",46,31.4,
2156,MANZ AUTOMATION,Germany,Industrial Engineering,27.1,30.6,-7.0,222.0,-27.4,6.4,12.2,18.3,26.4,-22.6,8.3,-59.7,81.5,22.6,-26.9,2034,6.5,1.6
2157,JAMES HARDIE INDUSTRIES,Ireland,Construction & Materials,27.1,-6.9,-7.4,"1,587.4",4.3,9.4,1.7,67.2,-73.5,6.2,4.2,327.1,7.9,124.9,20.6,3257,2.5,6.0
2158,XIZANG HAISCO PHARMACEUTICAL,China,Pharmaceuticals & Biotechnology,27.1,12.9,43.3,169.3,0.2,14.8,16.0,40.1,20.8,31.3,23.7,48.2,-12.4,2.0,28.5,1894,7.0,15.4
2159,NANJING PANDA ELECTRONICS,China,Technology Hardware & Equipment,27.0,-2.6,23.4,505.2,3.5,14.2,5.3,26.3,14.3,21.9,5.2,0.4,-96.6,,0.1,4079,-1.4,6.5
2160,GS ENGINEERING & CONSTRUCTION,South Korea,Construction & Materials,27.0,-22.0,-14.8,"8,282.5",11.4,3.4,0.3,179.8,-25.8,48.6,2.2,95.6,138.6,-11.5,1.2,0,,
2161,BIOSENSORS,Singapore,Health Care Equipment & Services,27.0,6.7,13.7,0.0,,,,0.0,,,,0.0,,,,0,,
2162,SHANGHAI EAST CHINA COMPUTER,China,Technology Hardware & Equipment,27.0,16.3,82.3,855.0,5.7,6.9,3.2,1.4,-38.8,-30.4,0.2,55.1,6.3,18.7,6.4,2109,-5.7,-6.3
2163,SEJONG INDUSTRIAL,South Korea,Automobiles & Parts,27.0,-2.9,6.8,939.3,7.4,5.6,2.9,81.7,31.5,19.1,8.7,16.9,-48.7,-25.5,1.8,0,,
2164,PERION NETWORK,Israel,Software & Computer Services,26.9,-33.5,36.3,202.9,-43.2,54.2,13.3,5.5,-44.6,108.9,2.7,-60.6,-219.4,,-29.9,646,47.2,45.9
2165,ANGES MG,Japan,Pharmaceuticals & Biotechnology,26.9,51.0,43.3,3.3,-52.7,-1.1,821.3,0.3,212.6,84.5,10.5,-31.8,83.5,32.7,-969.9,64,36.2,3.3
2166,TREND MICRO,Japan,Software & Computer Services,26.9,20.7,-2.3,947.6,7.9,9.8,2.8,26.9,73.2,43.6,2.8,236.1,-8.0,12.7,24.9,5190,-1.3,0.3
2167,INNOCOLL,Ireland,Pharmaceuticals & Biotechnology,26.9,726.5,151.2,2.6,-42.5,,"1,039.0",2.9,223.4,,113.6,-44.2,175.3,,"-1,708.5",0,,
2168,FTE GROUP,Germany,Real Estate Investment & Services,26.8,167.6,,0.0,,,,0.0,,,,0.0,,,,0,,
2169,ACTUA,US,Support Services,26.8,89.3,27.2,122.6,57.3,71.1,21.9,5.1,50.4,-7.5,4.1,-93.4,75.0,38.4,-76.3,845,,-8.4
2170,ANHUI HELI,China,Industrial Engineering,26.8,9.7,14.7,791.2,-15.5,-1.8,3.4,18.2,-36.2,-24.2,2.3,58.7,-29.0,-0.5,7.4,5811,-5.9,1.1
2171,ZHEJIANG SATELLITE PETROCHEMICALS,China,Chemicals,26.8,81.8,21.1,582.6,-4.0,9.8,4.6,24.2,-70.4,-40.9,4.2,-28.6,-187.6,,-4.9,1501,-13.2,4.3
2172,SAGENT PHARMACEUTICALS,US,Pharmaceuticals & Biotechnology,26.8,8.7,19.4,292.4,10.1,20.1,9.2,7.7,-2.6,35.8,2.6,-38.4,-359.2,37.4,-13.1,440,-5.6,65.0
2173,VANDA PHARMACEUTICALS,US,Pharmaceuticals & Biotechnology,26.8,,16.0,101.0,119.2,49.8,26.5,2.3,-71.2,7.8,2.3,-36.9,-30.2,11.3,-36.6,118,84.4,43.4
2174,HOUSE FOODS,Japan,Food Producers,26.8,-2.0,-2.7,"1,843.9",4.5,4.9,1.5,41.9,-36.8,4.1,2.3,76.7,20.3,-4.2,4.2,6376,17.7,8.7
2175,ION BEAM APPLICATIONS,Belgium,Health Care Equipment & Services,26.7,16.7,-2.0,270.4,22.6,2.0,9.9,2.5,-13.0,2.1,0.9,61.1,185.7,,22.6,0,,
2176,FIVES,France,Industrial Engineering,26.7,-19.2,9.0,"1,718.2",10.1,4.4,1.6,0.0,,,0.0,54.0,-41.7,-16.5,3.1,8298,7.1,8.4
2177,LONKING HOLDINGS,China,Industrial Engineering,26.7,-39.6,-11.0,683.3,-35.0,-15.1,3.9,9.9,-33.8,-50.0,1.4,48.1,-62.7,-19.9,7.0,5022,-27.9,-15.5
2178,POLA ORBIS,Japan,Personal Goods,26.7,0.9,-2.2,"1,637.2",8.4,5.9,1.6,34.9,-27.3,-12.1,2.1,170.8,94.2,18.9,10.4,3888,-1.4,-4.7
2179,TONGWEI,China,Food Producers,26.7,37.5,35.1,"1,981.1",-8.7,1.4,1.3,115.4,74.9,23.6,5.8,70.5,-1.2,34.8,3.6,12309,0.8,5.6
2180,TARKETT,France,Construction & Materials,26.7,2.7,10.1,"2,714.8",12.4,5.8,1.0,80.6,-8.1,6.6,3.0,137.4,1.2,-3.6,5.1,12367,6.1,5.0
2181,MGI COUTIER,France,Automobiles & Parts,26.7,4.6,5.7,860.4,24.3,8.7,3.1,50.4,18.5,15.4,5.9,91.9,74.7,29.2,10.7,8958,16.6,6.0
2182,NQ MOBILE,China,Mobile Telecommunications,26.7,13.1,44.7,373.6,22.4,64.3,7.1,0.5,-86.1,-40.2,0.1,-31.1,-58.1,,-8.3,1019,-28.5,17.6
2183,YUM BRANDS,US,Travel & Leisure,26.6,-3.3,-1.1,"12,037.3",-1.3,-1.3,0.2,893.7,-5.8,-4.0,7.4,"1,837.1",28.6,-3.3,15.3,505000,-6.0,-1.2
2184,CORONADO BIOSCIENCES,US,Pharmaceuticals & Biotechnology,26.6,182.7,16.1,0.8,,,"3,354.2",0.3,,73.7,32.8,-46.4,144.7,23.0,"-5,855.3",34,112.5,28.6
2185,IMMUNE DESIGN,US,Pharmaceuticals & Biotechnology,26.6,33.7,49.8,8.7,47.8,47.6,304.2,0.4,24.1,13.2,4.5,-36.3,32.2,53.7,-415.2,44,22.2,
2186,CELLTRION,South Korea,Pharmaceuticals & Biotechnology,26.5,-50.6,4.0,472.7,28.1,19.9,5.6,144.6,36.3,17.1,30.6,202.9,28.5,9.8,42.9,0,,
2187,MITSUI ENGINEERING & SHIPBUILDING,Japan,Industrial Engineering,26.5,-1.0,-11.7,"6,139.4",-1.4,11.8,0.4,122.1,-3.5,8.4,2.0,87.4,8.1,,1.4,12705,3.4,8.7
2188,STEMLINE THERAPEUTICS,US,Pharmaceuticals & Biotechnology,26.5,37.8,104.3,0.6,95.1,,"4,403.3",0.0,,,3.0,-34.6,29.8,79.9,"-5,752.9",24,9.1,44.2
2189,ACTIONS SEMICONDUCTOR,China,Technology Hardware & Equipment,26.5,-7.5,6.7,0.0,,,,0.0,,,,0.0,,,,0,,
2190,IMMUCOR,US,Pharmaceuticals & Biotechnology,26.4,-1.0,15.2,0.0,,,,0.0,,,,0.0,,,,0,,
2191,STABILUS,Luxembourg,General Industrials,26.4,12.7,11.4,611.3,20.5,11.3,4.3,0.0,,,0.0,55.7,78.5,20.4,9.1,4383,8.1,7.6
2192,KENDRION,The Netherlands,Industrial Engineering,26.4,13.3,15.6,0.0,,,,0.0,,,,22.0,-25.4,-3.4,,2658,-2.0,17.7
2193,ALPHA AND OMEGA SEMICONDUCTOR,US,Technology Hardware & Equipment,26.4,12.5,-2.8,0.0,,,,0.0,,,,0.0,,,,0,,
2194,TEMPUR SEALY,US,Household Goods & Home Construction,26.4,32.9,22.5,"2,894.5",5.4,31.0,0.9,60.5,38.7,9.3,2.1,273.0,10.9,6.2,9.4,7200,1.4,54.6
2195,GUANGDONG XINBAO ELECTRICAL APPLIANCES,China,Household Goods & Home Construction,26.3,8.8,29.4,870.5,12.6,8.4,3.0,51.1,14.3,11.7,5.9,43.0,14.2,7.9,4.9,20119,9.8,
2196,LIFAN INDUSTRY,China,Automobiles & Parts,26.3,-69.3,-25.1,"1,687.9",6.9,12.2,1.6,102.8,153.7,-6.6,6.1,113.1,78.2,28.7,6.7,10533,26.0,4.0
2197,SILICON MITUS,South Korea,General Industrials,26.3,29.3,11.2,131.9,63.9,10.6,20.0,0.0,,,0.0,4.4,-239.1,-24.5,3.3,0,,
2198,ORKLA,Norway,General Industrials,26.3,-1.6,40.4,"3,399.9",-2.3,-17.6,0.8,147.0,39.6,113.9,4.3,323.9,-4.2,-7.6,9.5,14532,14.3,-20.0
2199,ESI,France,Software & Computer Services,26.2,23.9,12.4,124.7,12.3,4.6,21.0,2.6,164.0,5.1,2.1,9.4,12.0,5.1,7.5,1054,5.1,2.6
2200,HWASEUNG R & A,South Korea,Automobiles & Parts,26.2,23.8,34.6,"1,315.7",-1.0,5.4,2.0,59.4,-1.5,-2.9,4.5,86.2,28.3,31.1,6.5,0,,
2201,COMPUGROUP MEDICAL,Germany,Software & Computer Services,26.2,-27.7,-16.2,543.1,5.4,6.4,4.8,6.8,-15.4,,1.3,67.6,25.4,-0.5,12.4,4257,0.9,6.6
2202,LINDENGRUPPEN,Sweden,General Industrials,26.1,18.2,11.3,795.5,10.1,5.5,3.3,0.0,,,0.0,65.8,82.8,9.2,8.3,3190,2.7,-0.2
2203,FOUNDER TECHNOLOGY,China,Technology Hardware & Equipment,26.1,3.5,29.7,900.1,-5.1,5.7,2.9,93.8,25.0,12.1,10.4,31.3,-42.9,23.9,3.5,7291,0.5,7.8
2204,AMAYA,Canada,Software & Computer Services,26.1,,,946.9,105.9,165.7,2.8,13.5,8.1,44.9,1.4,86.1,49.8,,9.1,0,,
2205,OSAKI ELECTRIC,Japan,Electronic & Electrical equipment,26.1,-1.2,15.0,576.2,-2.3,7.3,4.5,31.6,108.1,1.2,5.5,28.4,85.1,17.8,4.9,3077,0.3,-4.2
2206,NIPPON SIGNAL,Japan,Electronic & Electrical equipment,26.1,3.9,13.1,690.6,-9.8,2.0,3.8,18.7,42.3,49.6,2.7,54.6,-14.5,12.1,7.9,2885,1.3,0.3
2207,CYTOMX THERAPEUTICS,US,Pharmaceuticals & Biotechnology,26.0,0.2,,7.1,51.9,,367.7,1.5,-4.1,,20.7,-30.5,11.6,,-430.5,65,,
2208,F.C.C. CO,Japan,Automobiles & Parts,26.0,8.0,4.6,0.0,,,,0.0,,,,0.0,,,,0,,
2209,ARCADYAN TECHNOLOGY,Taiwan,Technology Hardware & Equipment,26.0,0.2,6.9,556.7,14.6,9.9,4.7,13.6,-16.0,26.1,2.4,19.3,-33.8,11.7,3.5,0,,
2210,DEUTSCHE POST,Germany,Industrial Transportation,26.0,44.4,-26.3,"59,230.0",4.6,2.2,0.0,"2,104.0",20.2,8.7,3.6,"2,191.0",-31.5,-5.5,3.7,497745,1.8,5.2
2211,POSTE ITALIANE,Italy,Industrial Transportation,26.0,7.5,-21.5,"8,810.0",-3.7,-8.8,0.3,0.0,,,0.0,"-1,755.0",-33.4,,-19.9,139730,-1.8,-1.1
2212,CHICAGO BRIDGE & IRON,The Netherlands,Industrial Engineering,26.0,-0.5,0.8,"11,876.1",-0.4,33.1,0.2,72.4,,,0.6,503.8,-44.0,9.0,4.2,42000,-22.8,16.2
2213,QUOTIENT,UK,Health Care Equipment & Services,26.0,53.2,141.9,17.0,0.6,8.8,152.7,26.6,21.2,218.9,156.1,-45.1,65.2,121.9,-265.0,331,42.7,24.9
2214,MAST THERAPEUTICS,US,Pharmaceuticals & Biotechnology,26.0,45.4,51.7,0.0,,,,0.2,12.2,-14.7,,-36.2,35.7,35.9,,28,21.7,29.1
2215,SUPERNUS PHARMACEUTICALS,US,Pharmaceuticals & Biotechnology,25.9,65.0,8.6,132.7,18.3,360.4,19.5,1.9,254.8,40.8,1.5,16.2,-27.1,,12.2,344,11.3,
2216,STANLEY AGRICULTURAL,China,Chemicals,25.9,27.7,-2.2,896.9,22.5,8.0,2.9,99.7,24.7,17.2,11.1,94.3,30.6,28.7,10.5,4183,12.7,11.6
2217,YUNNAN NANTIAN ELECTRONICS INFORMATION,China,Software & Computer Services,25.9,35.0,10.2,287.7,13.5,4.3,9.0,0.8,-73.4,-57.3,0.3,5.6,"-1,748.8",252.1,1.9,3829,3.3,0.4
2218,TAIHO KOGYO,Japan,Automobiles & Parts,25.9,5.9,2.0,817.8,9.2,7.6,3.2,63.2,-13.9,14.7,7.7,48.0,34.8,25.8,5.9,4100,3.6,2.4
2219,ARUP,UK,Construction & Materials,25.8,16.7,15.0,0.0,,,,0.0,,,,0.0,,,,0,,
2220,CEVA,US,Mobile Telecommunications,25.8,8.8,11.6,54.7,17.1,3.5,47.2,2.0,54.2,47.4,3.7,5.8,331.7,-20.1,10.6,259,7.0,10.3
2221,OXFORD BIOMEDICA,UK,Pharmaceuticals & Biotechnology,25.8,20.0,31.7,21.7,16.8,27.1,119.1,22.8,199.7,227.5,105.1,-19.6,32.5,11.3,-90.3,196,73.5,33.2
2222,GENOCEA BIOSCIENCES,US,Pharmaceuticals & Biotechnology,25.8,18.2,35.6,0.6,117.5,-30.3,"4,186.4",2.6,83.2,82.2,415.5,-38.0,24.7,47.3,"-6,174.0",87,52.6,
2223,LA JOLLA PHARMACEUTICAL,US,Pharmaceuticals & Biotechnology,25.8,181.9,174.7,1.0,,,"2,652.3",1.7,603.9,,171.8,-38.5,96.7,57.5,"-3,970.6",58,132.0,143.8
2224,LIMELIGHT NETWORKS,US,Support Services,25.7,33.6,11.6,157.0,5.3,-1.8,16.4,22.7,33.0,10.4,14.5,-23.6,-3.7,-12.6,-15.0,509,-2.1,-0.1
2225,AUDIOCODES,Israel,Technology Hardware & Equipment,25.7,-13.3,-0.8,128.4,-7.8,3.1,20.0,1.8,-96.7,-0.5,1.4,2.5,-22.7,,1.9,641,-3.0,3.4
2226,KONAMI,Japan,Software & Computer Services,25.7,21.9,11.8,"1,904.9",14.6,3.4,1.3,145.4,-26.0,24.3,7.6,221.8,83.2,10.0,11.6,0,,
2227,RAYDIUM SEMICONDUCTOR,Taiwan,Electronic & Electrical equipment,25.7,5.3,1.0,203.4,-9.8,-11.6,12.6,0.2,2.5,-61.0,0.1,8.7,-29.2,-31.7,4.3,438,12.3,6.8
2228,FUSHUN SPECIAL STEEL,China,Industrial Metals & Mining,25.7,4.1,132.0,631.5,-16.4,-2.4,4.1,39.8,-36.3,-27.4,6.3,74.9,5.9,13.0,11.9,10013,-3.0,-1.1
2229,ZUKEN,Japan,Electronic & Electrical equipment,25.7,7.2,8.6,167.3,3.1,7.1,15.3,2.3,31.8,15.7,1.4,5.9,-23.2,31.3,3.5,1222,1.8,0.9
2230,DIASORIN,Italy,Pharmaceuticals & Biotechnology,25.6,6.5,0.9,499.2,12.5,4.8,5.1,27.2,-3.3,,5.4,157.8,20.1,3.5,31.6,1655,2.2,2.4
2231,EAGLE PHARMA,US,Pharmaceuticals & Biotechnology,25.6,65.6,29.6,60.8,246.8,196.6,42.1,1.7,"3,989.2",286.0,2.8,2.4,-113.6,,3.9,43,43.3,
2232,HUNAN GOLD,China,Mining,25.5,10.9,2.3,810.0,-4.7,7.2,3.2,85.2,-26.2,1.6,10.5,11.9,-69.7,-49.0,1.5,8765,33.6,5.2
2233,SPIRIT AEROSYSTEMS,US,Aerospace & Defense,25.5,55.3,89.3,"6,102.6",-2.3,7.2,0.4,330.8,63.5,13.1,5.4,792.7,4.6,,13.0,15200,0.7,-2.0
2234,METHODE ELECTRONICS,US,Electronic & Electrical equipment,25.5,13.5,5.4,743.2,-8.2,15.9,3.4,21.3,3.1,-15.6,2.9,100.8,-2.2,78.8,13.6,4345,1.2,3.1
2235,JCR PHARMACEUTICALS,Japan,Pharmaceuticals & Biotechnology,25.5,0.4,18.9,132.9,3.5,7.3,19.2,10.8,10.7,10.5,8.1,16.4,6.9,23.2,12.3,526,5.0,6.4
2236,CARBONITE,US,Software & Computer Services,25.5,11.0,11.7,125.5,11.4,17.6,20.3,8.9,-32.9,-10.2,7.1,-19.5,170.9,6.4,-15.5,623,5.8,18.1
2237,PIXART IMAGING,Taiwan,Electronic & Electrical equipment,25.5,-1.8,16.2,120.4,-9.0,7.2,21.2,0.5,33.8,-29.4,0.4,6.0,-31.9,-17.2,5.0,0,,
2238,EOS HOLDING,Germany,Industrial Engineering,25.5,33.2,24.5,0.0,,,,0.0,,,,0.0,,,,0,,
2239,NATERA,US,Pharmaceuticals & Biotechnology,25.5,60.3,58.3,174.8,19.5,137.3,14.6,7.2,-21.1,19.6,4.1,-55.0,"-9,098.2",46.0,-31.4,716,6.2,
2240,BEL FUSE,US,Electronic & Electrical equipment,25.4,28.8,30.7,520.9,16.4,25.5,4.9,9.1,9.4,27.8,1.7,28.2,100.7,71.1,5.4,7971,-2.9,24.1
2241,KOREA LAND & HOUSING,South Korea,Real Estate Investment & Services,25.4,13.1,41.8,"18,611.2",11.8,8.9,0.1,0.0,,,0.0,"1,152.5",32.3,1.5,6.2,0,,
2242,PASON SYSTEMS,Canada,Software & Computer Services,25.4,-10.9,4.4,189.2,-42.9,-9.6,13.4,29.4,-61.1,-9.0,15.5,-10.6,-109.6,,-5.6,0,,
2243,SANGAMO BIOSCIENCES,US,Pharmaceuticals & Biotechnology,25.4,154.4,40.1,36.3,-13.8,22.2,70.0,2.2,288.2,49.4,6.1,-43.0,75.0,28.3,-118.5,119,16.7,12.3
2244,SIME DARBY,Malaysia,General Industrials,25.4,-1.9,-3.4,0.0,,,,0.0,,,,0.0,,,,0,,
2245,JABIL CIRCUIT,US,Electronic & Electrical equipment,25.4,-3.4,2.3,"16,440.9",13.6,3.5,0.2,884.7,54.3,24.6,5.4,540.5,103.3,2.3,3.3,161000,13.4,4.5
2246,AK STEEL HOLDING,US,Industrial Metals & Mining,25.4,57.7,30.2,"6,147.6",2.9,4.1,0.4,90.9,22.1,15.6,1.5,-191.7,-249.7,17.7,-3.1,8500,6.3,9.9
2247,CIMC ENRIC HOLDINGS,China,Industrial Engineering,25.4,-2.6,20.1,"1,166.1",-26.4,0.6,2.2,0.0,,,0.0,93.5,-44.7,-9.7,8.0,9500,-2.1,1.4
2248,TENAGA NASIONAL,Malaysia,Electricity,25.3,4.7,36.1,"9,263.8",1.2,6.5,0.3,"2,217.9",3.6,14.0,23.9,"1,854.6",18.5,9.2,20.0,35975,-0.5,5.1
2249,AVIC HEAVY MACHINERY,China,Industrial Engineering,25.3,64.8,29.1,807.1,0.2,2.7,3.1,92.6,-11.5,-7.0,11.5,70.5,-4.2,15.3,8.7,7813,-15.6,-13.2
2250,AVEXIS,US,Pharmaceuticals & Biotechnology,25.3,102.9,,0.0,,,,0.2,654.8,,,-35.4,150.1,,,18,0.0,
2251,XAAR,UK,Technology Hardware & Equipment,25.2,-1.4,30.7,127.2,-14.4,2.7,19.8,5.1,-69.8,-20.7,4.0,18.9,-41.9,-7.8,14.8,628,-20.0,7.8
2252,CONMED,US,Health Care Equipment & Services,25.2,-1.2,-0.9,660.6,-2.8,-2.1,3.8,13.8,-2.6,-11.3,2.1,69.2,-8.5,-2.8,10.5,3400,-2.9,-1.9
